ID_POS	Flag_AF	Flag_SB	Flag_COV
ERR7904349_8318	True	True	False
SRR19473500_23854	True	False	True
ERR7878099_8835	False	False	True
ERR7874433_8835	True	True	False
ERR7852330_3357	True	True	False
ERR7852330_20774	False	False	False
ERR7805762_8835	True	True	False
ERR7875161_8835	True	True	False
ERR7844834_8835	True	True	False
ERR8184926_8826	False	False	True
ERR7941369_8835	True	True	False
ERR7877678_8835	True	True	False
ERR7898780_8835	True	True	False
ERR7904324_8835	True	True	False
ERR7874208_8835	True	True	False
ERR7941266_8835	True	True	False
ERR8019110_8835	True	True	False
ERR8019110_16398	True	True	False
ERR7942157_8835	True	True	False
ERR7854241_8835	True	True	False
ERR7860345_8835	True	True	False
ERR7952297_21550	False	False	True
ERR7834156_8835	False	False	True
ERR7941117_8835	False	False	True
ERR7845301_8835	False	False	True
ERR7876152_21304	True	True	False
ERR8019533_8835	True	True	False
ERR8017788_8835	True	True	False
ERR7896805_29151	True	True	False
SRR19475283_15521	True	True	False
ERR7851553_8835	True	True	False
ERR7831015_8835	True	True	True
ERR7850871_8835	False	False	True
ERR7854134_9423	False	False	True
ERR8018647_23227	True	False	False
SRR20354305_23948	True	True	False
ERR7851662_15521	True	True	False
ERR8019321_15521	True	True	False
ERR7851682_15521	True	True	False
SRR21547328_10208	False	False	False
SRR18898677_8835	True	False	False
SRR21487447_22742	True	False	True
SRR22556503_13844	True	False	False
SRR21487394_22742	True	False	True
SRR22938856_13489	True	False	False
ERR7844827_8835	True	True	False
ERR7844857_8835	True	True	False
ERR7807144_27452	True	True	False
ERR7859765_3691	True	True	False
ERR8018458_8835	True	True	False
ERR7798574_23619	True	True	False
ERR7854674_8835	False	False	True
ERR7878332_8835	True	True	False
ERR8021811_8318	True	True	False
ERR8184690_8826	False	False	True
ERR7853337_23118	True	False	False
SRR20354119_23948	True	True	False
ERR7940635_8835	True	True	False
ERR7940621_8835	True	True	False
ERR7844861_15521	True	True	False
ERR7942130_8835	True	True	False
ERR8019125_16395	True	True	False
ERR7941456_15521	True	True	False
ERR8019458_1548	True	True	False
ERR8019458_29516	True	True	False
ERR7898766_15521	True	True	False
ERR7873486_29153	True	True	False
ERR7941110_15521	True	True	False
ERR8018120_8835	True	True	True
ERR8182591_25324	False	False	False
ERR7940664_15521	True	True	False
SRR20353258_23948	True	True	False
SRR20353253_23948	True	True	False
SRR20350641_23948	True	True	False
ERR8018843_15521	True	True	False
ERR7831502_8835	True	True	True
ERR7845231_8835	True	True	False
ERR7852382_19469	True	False	True
ERR8018520_651	True	True	False
ERR7860087_26648	True	True	True
ERR7877935_13767	True	True	False
ERR7808876_8835	True	True	False
ERR7810571_8835	True	True	False
ERR7798337_9488	False	False	False
ERR7873250_25334	True	True	False
ERR7810728_8835	True	True	False
ERR8014801_8835	False	False	True
ERR7873340_15521	True	True	False
ERR8014145_15521	True	True	False
ERR7809562_8835	True	True	True
ERR7897278_15611	True	True	False
ERR7859747_15521	True	True	False
ERR7941601_8835	True	True	False
SRR20354507_23948	True	True	False
SRR20348000_23948	True	True	False
SRR20354303_23948	True	True	False
SRR20356705_23948	True	True	False
SRR20347712_23948	True	True	False
ERR8017715_8835	True	True	False
ERR7878115_8835	True	True	True
SRR20350297_23948	True	True	False
ERR8018195_8835	False	False	True
ERR7806479_8835	True	True	False
SRR20390543_23948	True	True	False
SRR20352109_23948	True	True	False
SRR20393159_23948	True	True	False
ERR7897193_3088	True	True	False
SRR20379655_23948	True	True	False
ERR8006469_15521	True	True	False
SRR20351121_23948	True	True	False
SRR20391590_23948	True	True	False
SRR20419833_22786	True	True	False
ERR7942761_15521	True	True	False
ERR7878078_8835	False	False	True
ERR7852946_8835	True	True	False
SRR20887667_26464	False	False	True
SRR20887667_26467	False	False	True
ERR8014412_8835	True	True	False
SRR20353214_23948	True	True	False
SRR20419564_23948	True	True	False
SRR20390953_23948	True	True	False
SRR20353265_23948	True	True	False
SRR20394014_23948	True	True	False
SRR20422554_23948	True	True	False
SRR20888441_274	False	False	False
ERR7898579_653	True	True	False
ERR7763289_26842	False	False	False
ERR7898667_15559	True	True	False
ERR7844612_11234	True	True	False
ERR7810743_23828	False	False	True
ERR7952136_8835	True	True	False
ERR7876550_1022	True	True	False
SRR20897607_15521	True	True	False
SRR20379674_23948	True	True	False
ERR8014425_8835	True	True	False
ERR7860292_8835	True	True	False
ERR7831085_8835	False	False	True
ERR7844062_24431	True	True	False
SRR20887689_15521	True	True	False
ERR7853007_9277	True	True	False
ERR7898862_4636	True	True	False
SRR20861036_15521	True	True	False
SRR20353656_23948	True	True	False
ERR7854489_325	True	True	False
SRR20027544_27882	False	False	True
SRR20860262_13791	True	True	False
SRR20391867_23948	True	True	False
SRR20353210_23948	True	True	False
SRR20353671_23948	True	True	False
SRR20390166_23948	True	True	False
SRR20348499_1346	True	True	False
SRR20350724_23948	True	True	False
SRR20354860_23948	True	True	False
SRR20391854_23948	True	True	False
SRR20870395_22798	False	False	True
SRR20903680_15521	True	True	False
SRR20391687_23948	True	True	False
SRR20350340_23948	True	True	False
SRR20395028_23948	True	True	False
SRR20348394_23948	True	True	False
SRR20348067_23948	True	True	False
SRR20347418_4924	True	True	False
SRR20393423_23948	True	True	False
SRR20352153_23948	True	True	False
SRR20391470_23948	True	True	False
SRR20391736_23948	True	True	False
SRR20350871_23948	True	True	False
SRR20354240_23948	True	True	False
SRR20348495_23948	True	True	False
SRR22549802_27978	False	False	True
SRR22549802_27983	False	False	True
SRR20350357_23948	True	True	False
SRR20348489_23948	True	True	False
SRR20860611_21550	False	False	False
SRR20897679_23874	True	True	False
SRR20345137_23948	True	True	False
ERR7874187_8835	True	True	False
SRR20348307_28514	True	True	False
SRR20422638_23948	True	True	False
ERR7941996_8835	False	False	True
SRR20350348_23948	True	True	False
SRR20350815_23948	True	True	False
ERR8018592_9488	True	True	False
ERR8018817_17634	True	True	False
SRR20347606_23948	True	True	False
SRR20353587_23948	True	True	False
ERR7876110_21550	False	False	True
SRR20348751_23948	True	True	False
SRR20391089_23948	True	True	False
SRR20350337_23948	True	True	False
SRR20350476_23948	True	True	False
ERR8018522_8835	True	True	False
ERR8018079_15521	True	True	False
ERR10021010_15521	True	True	False
SRR21307306_22786	True	True	False
SRR21610460_21310	True	True	False
SRR21522255_21697	True	True	False
SRR22118964_22786	True	True	True
ERR10667758_15521	True	True	False
ERR10667880_15521	True	True	False
SRR21458633_331	True	True	False
SRR22238928_24765	True	True	False
SRR22344626_23948	True	True	False
SRR21504532_22786	True	True	True
SRR21145501_4400	True	True	True
SRR21530768_5943	True	False	False
SRR21768428_22879	True	True	True
SRR22549666_9256	False	False	False
ERR10214352_29459	True	True	False
SRR21164462_8835	True	False	True
SRR20885057_25065	True	True	False
ERR10022114_8835	False	False	True
SRR20792120_23948	True	True	False
ERR10023981_15521	True	True	False
ERR10019859_22786	True	True	True
ERR10022960_15521	True	True	False
SRR21704433_963	True	False	False
SRR19672546_6768	True	True	False
ERR10031859_8835	True	True	False
ERR10031920_8835	True	True	False
ERR10023305_8835	True	True	False
ERR10362223_28251	False	False	False
ERR10362223_28254	False	False	False
ERR10019778_22786	True	True	False
ERR10023911_15521	True	True	False
ERR10022917_15521	True	True	False
SRR20919002_23948	True	True	False
SRR21761701_23948	True	True	False
SRR21042656_336	True	True	False
SRR22120154_22786	True	True	True
SRR20947386_8835	True	False	True
SRR20304072_23948	True	True	False
SRR20885192_4931	True	True	False
SRR19941748_25447	True	False	False
SRR19956487_23948	True	True	False
SRR20305504_23948	True	True	False
SRR22119146_22786	True	True	False
ERR10024085_15521	True	True	False
SRR21794024_23948	True	True	False
SRR21794372_1346	True	True	False
SRR22120175_22786	True	True	True
SRR22119310_22786	True	True	True
SRR22011504_24187	True	True	False
ERR10023325_15521	True	True	False
ERR10024757_15521	True	True	False
SRR20947425_8835	True	False	False
ERR10023535_8835	True	True	True
ERR10022661_8835	True	True	False
ERR10031990_15521	True	True	False
ERR10023834_15521	True	True	False
SRR22549643_9252	False	False	False
SRR22549643_9256	False	False	False
SRR21522536_23948	True	True	False
SRR21746207_325	True	True	False
SRR21899880_25970	True	True	False
ERR10032108_15521	True	True	False
SRR21486501_22786	True	True	True
ERR10023955_15521	True	True	False
SRR22470654_2249	False	False	False
SRR21039274_23948	True	True	False
SRR21704564_8835	True	False	True
ERR10213814_15521	True	True	False
SRR21746256_23222	True	False	False
SRR21719322_22786	True	True	True
ERR10032238_8835	True	True	False
SRR22092474_18632	True	False	False
SRR21977122_21310	True	True	False
ERR10213861_8835	True	True	False
SRR22239444_4943	False	True	False
SRR22549574_9256	False	False	False
ERR10213782_8835	False	False	True
SRR21947848_12833	True	True	False
SRR21719494_22786	True	True	True
ERR10213922_8835	True	True	False
SRR22037416_8009	True	True	False
SRR21703207_8835	True	False	False
SRR22118946_22786	True	True	False
SRR21504578_22786	True	True	True
SRR22238948_20101	True	True	False
SRR21534807_22786	True	True	False
SRR21042331_15354	True	True	False
SRR21702714_9256	False	False	False
SRR21716514_5312	True	True	False
SRR22470689_8829	True	False	True
ERR10021614_8835	False	False	True
ERR10032048_8835	True	True	True
SRR21671568_23948	True	True	False
ERR10213791_8835	True	True	False
ERR10021116_15521	True	True	False
SRR21410815_22786	True	False	True
ERR10146016_28251	False	False	False
ERR10146016_28254	False	False	False
SRR20947649_9256	False	False	False
ERR10187704_22786	True	True	False
SRR22295275_21304	True	True	False
ERR10020773_15521	True	True	False
SRR21702742_8835	True	False	False
SRR21486498_22786	True	True	True
ERR10020902_15521	True	True	False
ERR10187702_22786	True	True	False
SRR21670479_8318	True	True	False
SRR22092946_7754	True	True	False
ERR10180829_8835	True	True	False
ERR10021698_15521	True	True	False
SRR21719522_22786	True	True	True
SRR21486356_22786	True	True	True
ERR10022579_8835	True	True	False
