Position	MEAN_err
28221	1.8171291612611433
4	0.010308819689003195
29868	0.0062120106560511375
26	0.717464526787334
20441	0.20075046904315197
25	0.11215549399105292
13855	1.8821599045346062
29888	0.0
29794	0.48547724908637335
22351	0.3159509202453988
24389	0.7035414363263692
24390	0.7732414876602656
2831	2.012121212121212
19295	0.002108036890645586
29854	0.2130890052356021
15245	1.2013793103448276
29865	0.9091888962773291
29866	0.9112375948659313
29867	0.00154429247933222
29869	0.02046790818962336
29871	0.0
29887	0.0
23	0.02425387754370851
6	0.0003897453868155694
8	0.00023029558477415894
2	0.0
28827	0.06683608023129393
9	0.05452013828902714
29857	1.1394488036603045
29870	0.01068415373710886
11331	2.4562480810561866
20182	1.6955671447196872
26356	0.3481645905115293
7721	1.132047477744807
27800	1.2185836608950318
3900	1.5419542317471848
14927	0.035555555555555556
21125	1.755356362046349
10523	0.9866418309200824
13	0.04666172243249737
11071	1.137816916585755
16658	1.0522647487842245
8022	1.3424936465384976
8026	1.268545994065282
20891	0.00741839762611276
11	0.00025627139050202435
12	0.03390559123159867
38	1.8221297054853254
21412	0.7659574468085106
25265	1.4910659272951325
21746	0.004967709885742673
19	0.0014726086933389247
13130	1.8568742655699177
18324	1.7566674013665418
24	0.002474044354986468
1532	0.1964965727341965
9493	0.2948461845785058
4393	1.6433502579254273
22437	0.31496062992125984
25317	0.15676449534717252
21255	0.8191809993711286
28	0.42934018752801845
20382	1.628781512605042
2012	0.0019430051813471502
29300	0.7038297872340425
23897	0.13982179575051404
27021	2.030576789437109
13946	1.6481481481481481
23122	0.810640466690551
9849	2.376902417188899
23636	1.1589189189189189
26928	0.7871720870198906
21304	0.7274337147747219
6974	1.6375381724218934
3754	1.346041055718475
22516	1.070486349736956
23058	0.25837628865979384
26521	1.7808062299587724
7275	2.828014184397163
5388	0.43471661666996464
504	1.0183425414364642
17075	2.3644346871569706
29848	0.568728528156994
19206	1.528558196974375
25145	0.07080350039777247
29876	0.0
29872	0.0
28164	1.645949720670391
27038	0.8721804511278195
25166	1.3549295774647887
1802	1.2272317403065824
24914	1.345107735782409
23222	1.9061520365724796
42	0.31213147391760593
22033	0.773588184187663
2411	1.196683378326263
12141	0.8402668759811617
22802	1.4521238569785406
22232	1.1371700562527045
22279	0.25579119086460034
20242	0.8881243311479405
17059	1.3114754098360655
26519	0.5394356809597867
24897	1.1309949892627058
227	0.4837711973695686
29120	0.7415588337839831
24745	0.15440640932265112
1346	0.9396984924623115
29315	0.7224615837705441
25409	0.7804182509505704
18707	1.1209316213795162
11861	1.5759571840263482
13621	0.6096289625445414
1863	2.012273212379936
27470	1.7627528583992964
41	0.615265280794291
29859	3.887722572117254e-05
21310	0.11049584696702744
5937	1.4762936221419976
11768	0.010483525887890458
15071	0.0029532030895047705
15	0.06827034940628339
16	0.33851809954751133
20	0.05047037005057304
17115	1.5702367417506684
29	0.005983545250560957
30	0.5515375554437114
39	0.10770381451009724
35	1.938787136599
27654	0.8892183085731473
18	0.07685463004331348
3761	0.9683080146673652
26902	1.8862118320610688
31	1.182087683164388
1349	1.754703151722453
29862	0.3263485588427844
27382	1.715921850437907
13439	0.12893742125157498
10	0.07436880224758452
29798	0.0
29864	0.0
24358	0.529790115098172
15946	0.7998528329654158
26179	1.4496848511193219
16194	1.6916902738432484
29786	0.6124108636176978
28302	1.9161807580174928
26569	1.8267131242741
8852	0.6048387096774194
16708	1.2894312538319468
25379	1.5691750159880622
1	0.0
3	0.004951458833566805
5	0.0003760207561622421
29734	0.3701795319347311
23921	0.3344947735191638
24713	1.7229178007621122
28878	2.4979423868312756
7182	0.7017017017017017
2402	1.4263114071606995
21205	0.2643139190523198
28883	1.4559561547980455
27675	0.35015227515571495
29873	0.0
3413	1.3485254691689008
22879	1.175675390250975
29850	1.231516323044873
29405	0.8514851485148515
27665	1.3431767337807605
22532	0.6424403183023872
21	0.04011766911339593
22093	0.06475819899944414
22336	1.671481634337598
5711	0.8197596795727636
11290	1.9607993850883936
7703	2.7460620525059665
