Position	MEAN_err	Flag
1	0.0	False
2	0.002446321997362	False
3	0.004533361458222	False
4	0.0	False
5	0.0	False
6	0.0	False
7	0.0	False
8	0.0031398310478393	False
9	0.0321325245372888	False
10	0.0	False
11	0.0116450131793418	False
12	0.0178862722237613	False
13	0.1432106683176508	True
14	0.0	False
15	0.0534564040252773	False
16	0.0048504126115177	False
17	0.009741660485446	False
18	0.1290928137040043	True
19	0.0935130636783901	False
20	0.0051068799170298	False
21	0.019012659039045	False
22	0.0192364146530611	False
23	0.0280781082971018	False
24	0.0345834641050901	False
25	0.0112562685771636	False
26	0.0107835148747119	False
27	0.0164765828821245	False
28	0.0	False
29	0.0	False
30	0.0131384033717494	False
31	0.0	False
32	0.0108536792838284	False
33	0.0110072558937652	False
34	0.0	False
35	0.0	False
36	0.0	False
37	0.0	False
38	0.1810831570720378	True
39	0.0	False
40	0.0	False
41	0.0	False
42	0.0288390607776013	False
43	0.0	False
44	0.0	False
45	0.0	False
46	0.0	False
47	0.0	False
48	0.0	False
49	0.0	False
50	0.0	False
51	0.0	False
52	0.0	False
53	0.0	False
54	0.0	False
55	0.0	False
56	0.0	False
57	1.0408862153663292	True
58	0.0	False
59	0.0	False
60	0.0	False
61	0.0	False
62	0.0	False
63	0.0	False
64	1.3107736900589506	True
65	0.0	False
66	2.948239514113121	True
67	0.9557323523131084	True
68	0.0	False
69	0.0	False
70	0.0302055406613047	False
71	0.1796565369152046	True
72	0.0	False
73	0.0	False
74	0.0	False
75	0.0	False
76	0.2884315417461541	True
77	0.8720271543463636	True
78	0.0782461060073386	False
79	0.0	False
80	0.0	False
81	0.0188090740439163	False
82	0.0	False
83	0.0325902939862919	False
84	0.0087181209744359	False
85	0.0	False
86	0.0	False
87	0.0	False
88	0.239029487613311	True
89	0.0	False
90	0.0	False
91	1.0679961153718531	True
92	0.0	False
93	0.0	False
94	0.0	False
95	0.0	False
96	0.0	False
97	0.0	False
98	0.539944292601618	True
99	1.041512280967836	True
100	0.0	False
101	0.0	False
102	0.2384207616524105	True
103	0.0	False
104	0.0	False
105	0.0	False
106	0.0	False
107	0.0	False
108	0.0	False
109	0.0	False
110	0.0	False
111	0.0	False
112	0.0	False
113	0.0	False
114	0.0	False
115	0.0	False
116	0.0	False
117	0.0	False
118	0.0	False
119	0.0	False
120	0.0	False
121	1.1668103560465577	True
122	0.0	False
123	0.0	False
124	0.0	False
125	0.0	False
126	0.0	False
127	0.0	False
128	0.0	False
129	0.0	False
130	0.0	False
131	0.0	False
132	0.0	False
133	0.0112853032367357	False
134	0.0	False
135	0.0	False
136	0.0	False
137	0.0	False
138	0.0	False
139	0.0	False
140	0.0	False
141	0.0	False
142	0.0	False
143	0.0	False
144	0.0	False
145	0.0	False
146	0.0	False
147	0.0	False
148	0.0	False
149	0.0	False
150	0.0	False
151	0.0	False
152	0.1023561773158875	True
153	0.0	False
154	0.0	False
155	0.0	False
156	0.0	False
157	0.0	False
158	0.0	False
159	0.0	False
160	0.4893543054324783	True
161	0.0	False
162	0.0	False
163	0.0	False
164	0.0	False
165	0.0	False
166	0.0	False
167	0.0	False
168	0.0	False
169	0.1827445866280315	True
170	0.0	False
171	0.0	False
172	0.72130580910253	True
173	0.0	False
174	0.630847835563514	True
175	0.0	False
176	0.0	False
177	0.0	False
178	0.0	False
179	0.0	False
180	0.0	False
181	0.0	False
182	0.0	False
183	0.0	False
184	0.2960818757799784	True
185	0.8889508928571429	True
186	0.0	False
187	0.0	False
188	0.2323164080099022	True
189	0.7157280599354741	True
190	0.0	False
191	0.0	False
192	0.0	False
193	0.7248927038626609	True
194	0.9854382271955344	True
195	0.0	False
196	0.0	False
197	0.8907087559948482	True
198	0.0	False
199	0.0	False
200	0.0	False
201	0.0	False
202	0.0	False
203	0.0	False
204	0.1018458995728918	True
205	0.1215016883576827	True
206	0.0	False
207	0.0	False
208	0.0	False
209	0.202038040962679	True
210	0.0041566214186076	False
211	0.0	False
212	0.841502227880331	True
213	0.0	False
214	0.0	False
215	0.0	False
216	0.0	False
217	0.0	False
218	0.0	False
219	0.0	False
220	0.0	False
221	0.0	False
222	0.0	False
223	0.0	False
224	0.0	False
225	0.0	False
226	0.0	False
227	0.0	False
228	0.0	False
229	0.0	False
230	0.0	False
231	0.0	False
232	0.0	False
233	0.2918670747704416	True
234	0.0121269216347237	False
235	0.0137440758293838	False
236	0.0	False
237	0.0	False
238	0.4788512669962569	True
239	0.0	False
240	0.0	False
241	0.0	False
242	0.0	False
243	0.0101890367172205	False
244	0.0	False
245	0.0	False
246	0.3486496775762454	True
247	0.8934044679119864	True
248	0.0	False
249	0.0	False
250	0.0	False
251	0.0	False
252	0.0	False
253	0.0	False
254	0.0	False
255	0.0	False
256	0.7206098125456697	True
257	0.0920753301180028	False
258	0.0	False
259	0.0	False
260	0.8343903643384639	True
261	0.5354336536822268	True
262	0.0	False
263	0.0	False
264	0.0	False
265	0.5625483091664024	True
266	0.0	False
267	0.0	False
268	0.0	False
269	0.0	False
270	0.5130733944954129	True
271	0.0	False
272	0.0	False
273	0.0	False
274	0.0	False
275	0.0	False
276	0.0	False
277	0.7137471998346712	True
278	0.0	False
279	0.0	False
280	0.0	False
281	0.0	False
282	0.0	False
283	0.2333758619187557	True
284	0.0	False
285	0.0	False
286	0.0	False
287	0.4298504977977628	True
288	0.4022529350772354	True
289	0.0	False
290	0.0	False
291	0.0	False
292	0.0	False
293	0.0	False
294	0.010948905109489	False
295	0.0	False
296	0.0	False
297	0.0	False
298	0.0	False
299	0.0	False
300	0.0	False
301	0.0	False
302	0.1108760857985321	True
303	0.0	False
304	0.0	False
305	0.0	False
306	0.0	False
307	0.0	False
308	0.0	False
309	1.0367002766148363	True
310	0.0	False
311	0.0	False
312	0.0577618120669858	False
313	0.0	False
314	0.0307942631624686	False
315	0.4804494275102506	True
316	0.9153130502486314	True
317	0.0	False
318	0.0	False
319	0.1484757756247521	True
320	0.0	False
321	0.0866922142818849	False
322	0.0	False
323	0.0	False
324	0.0	False
325	0.0	False
326	1.1323619181118294	True
327	0.0030308776928324	False
328	0.0	False
329	0.0	False
330	0.0	False
331	0.0	False
332	1.574819741097042	True
333	0.0	False
334	0.0	False
335	0.0	False
336	0.0	False
337	0.0	False
338	0.4158269935566109	True
339	0.0	False
340	0.0	False
341	0.1612628434231302	True
342	0.0	False
343	0.0	False
344	1.4000341797874625	True
345	1.657035439982161	True
346	0.0	False
347	0.0	False
348	0.0	False
349	0.0	False
350	0.0	False
351	0.0	False
352	0.0	False
353	1.1835792715323812	True
354	1.1834468572293375	True
355	0.0	False
356	0.0	False
357	0.0	False
358	1.8596424981522088	True
359	0.893370469077065	True
360	1.9165020927808087	True
361	0.0	False
362	0.0	False
363	0.0	False
364	1.2330923269400762	True
365	0.9807715885727974	True
366	0.5735145717772874	True
367	0.0	False
368	0.0	False
369	0.0	False
370	0.0	False
371	0.0	False
372	1.593585102846779	True
373	0.0	False
374	0.0	False
375	0.0	False
376	0.0	False
377	0.0	False
378	0.0	False
379	0.0	False
380	0.0	False
381	0.0	False
382	0.0	False
383	0.0	False
384	0.0	False
385	1.7664360122028269	True
386	0.0	False
387	2.201023032708928	True
388	0.0	False
389	0.0	False
390	0.0	False
391	0.0	False
392	1.079053765893196	True
393	0.0	False
394	0.8945897016678961	True
395	0.0	False
396	0.0	False
397	0.0	False
398	0.0	False
399	0.0	False
400	0.0	False
401	0.0	False
402	0.0	False
403	0.0	False
404	1.954149503391703	True
405	0.0	False
406	0.0	False
407	0.0	False
408	0.0	False
409	1.640115399106116	True
410	0.0	False
411	1.464299243613134	True
412	0.4600967644902478	True
413	0.0	False
414	0.0	False
415	0.0	False
416	1.4385914976552563	True
417	0.0105190339967739	False
418	0.0	False
419	0.0	False
420	0.0	False
421	0.5571801874019735	True
422	1.413265306122449	True
423	0.0	False
424	0.0	False
425	0.0	False
426	0.0	False
427	1.9616342199308836	True
428	0.509322851300209	True
429	0.5780685920577617	True
430	0.0	False
431	0.0	False
432	0.0	False
433	0.4973078679752032	True
434	0.0	False
435	0.0	False
436	0.0	False
437	0.0	False
438	0.0	False
439	0.0	False
440	0.0	False
441	0.0	False
442	0.0	False
443	0.0	False
444	0.8778042604633447	True
445	0.2824780899606107	True
446	0.0	False
447	0.0	False
448	0.0	False
449	0.0	False
450	0.5372868538901635	True
451	1.0733437445679317	True
452	0.0	False
453	0.0	False
454	0.0	False
455	0.0	False
456	0.0	False
457	0.6050853854570893	True
458	1.0918908487144805	True
459	0.0	False
460	0.0	False
461	0.0	False
462	1.2817418795217843	True
463	0.0	False
464	0.0	False
465	0.0	False
466	0.4284716689811438	True
467	0.0	False
468	0.0	False
469	0.0	False
470	0.0	False
471	1.4816308243727598	True
472	0.0	False
473	0.0	False
474	0.4963300319134148	True
475	0.0	False
